X_timestamp,beat_hostname,enrichment_branch_name,system_diskio_write_ytes,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_total,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_total,system_memory_used_bytes,system_memory_used_pct,system_cpu_idle_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct
130134,22,2,0,13.214,2.677,16.84,13.214,14.299,16.891,2.592,15.35,15.891,2.677,16.84,3.9561,0.0306,0.0439,0.0133
130138,23,2,0,13.353,2.538,15.97,13.353,14.414,16.891,2.477,14.66,15.891,2.538,15.97,3.931,0.0581,0.069,0.0109
130406,24,2,0,13.278,2.613,16.45,13.278,14.337,16.891,2.554,15.12,15.891,2.613,16.45,3.9635,0.0227,0.0365,0.0138
130429,25,3,0,12.999,2.892,18.2,12.999,15.76,18.766,3.006,16.02,15.891,2.892,18.2,3.9624,0.0295,0.0376,0.0081
130256,26,3,0,12.663,3.228,20.31,12.663,13.658,16.891,3.233,19.14,15.891,3.228,20.31,3.4217,0.4535,0.5783,0.1248
130258,27,3,16,13.266,2.625,16.52,13.266,14.325,16.891,2.566,15.19,15.891,2.625,16.52,3.9465,0.0453,0.0535,0.0083
130126,28,3,0,12.314,3.577,22.51,12.314,12.977,16.891,3.914,23.17,15.891,3.577,22.51,3.9294,0.0567,0.0706,0.014
130256,29,3,0,12.833,3.058,19.25,12.833,13.879,16.891,3.012,17.83,15.891,3.058,19.25,3.4538,0.434,0.5462,0.1123
130029,30,3,11.666,12.471,3.42,21.52,12.471,13.538,16.891,3.354,19.85,15.891,3.42,21.52,3.6124,0.3029,0.3876,0.0846
130252,31,3,25.333,12.674,3.217,20.24,12.674,13.736,16.891,3.155,18.68,15.891,3.217,20.24,3.4773,0.4091,0.5227,0.1136
130225,32,4,0,13.668,2.223,13.99,13.668,14.661,16.891,2.23,13.2,15.891,2.223,13.99,3.9835,0.0121,0.0165,0.0044
130357,33,4,0,13.567,2.324,14.62,13.567,16.417,18.766,2.349,12.52,15.891,2.324,14.62,3.8533,0.1166,0.1467,0.0301
130342,34,4,0,13.143,2.748,17.29,13.143,14.068,16.891,2.823,16.71,15.891,2.748,17.29,3.9764,0.0183,0.0236,0.0054
130057,35,4,0,13.392,2.499,15.72,13.392,14.478,16.891,2.413,14.28,15.891,2.499,15.72,3.9506,0.0417,0.0494,0.0077
130036,36,4,0,13.349,2.542,16,13.349,14.41,16.891,2.481,14.69,15.891,2.542,16,3.8214,0.1591,0.1786,0.0195
130027,37,4,0,13.671,2.22,13.97,13.671,14.724,16.891,2.167,12.83,15.891,2.22,13.97,3.9372,0.0511,0.0628,0.0117
130037,38,4,0,13.509,2.382,14.99,13.509,14.587,16.891,2.304,13.64,15.891,2.382,14.99,3.9564,0.0362,0.0436,0.0074
130145,40,4,0,13.518,2.373,14.93,13.518,14.55,16.891,2.341,13.86,15.891,2.373,14.93,3.941,0.0488,0.059,0.0102
130029,41,5,0,11.104,4.788,30.13,11.104,12.6,18.766,6.166,32.86,15.891,4.788,30.13,3.9322,0.0526,0.0678,0.0152
130103,42,5,0,12.788,3.103,19.53,12.788,13.736,16.891,3.155,18.68,15.891,3.103,19.53,3.9589,0.0292,0.0411,0.012
130451,43,5,0,12.255,3.636,22.88,12.255,13.178,16.891,3.713,21.98,15.891,3.636,22.88,3.9275,0.0625,0.0725,0.01
130016,44,5,0,13.375,2.516,15.83,13.375,14.453,16.891,2.438,14.43,15.891,2.516,15.83,3.9178,0.0714,0.0822,0.0108
130101,45,5,0,13.404,2.487,15.65,13.404,14.443,16.891,2.448,14.49,15.891,2.487,15.65,3.9671,0.026,0.0329,0.0069
130056,46,5,0,13.396,2.495,15.7,13.396,14.471,16.891,2.42,14.33,15.891,2.495,15.7,3.9067,0.0817,0.0933,0.0116
130431,47,5,4.333,13.504,2.387,15.02,13.504,14.535,16.891,2.356,13.95,15.891,2.387,15.02,3.959,0.0327,0.041,0.0083
130218,48,6,0,13.488,2.403,15.12,13.488,14.429,16.891,2.462,14.58,15.891,2.403,15.12,3.9728,0.0198,0.0272,0.0074
130014,49,6,4,13.377,2.514,15.82,13.377,14.316,16.891,2.575,15.24,15.891,2.514,15.82,3.9704,0.0235,0.0296,0.006
130302,50,6,0,13.378,2.513,15.82,13.378,14.371,16.891,2.52,14.92,15.891,2.513,15.82,3.9557,0.0384,0.0443,0.0059
130232,51,6,3.166,13.031,2.86,18,13.031,14.102,16.891,2.789,16.51,15.891,2.86,18,3.8084,0.1596,0.1916,0.032
130428,52,6,4.032,13.524,2.367,14.89,13.524,14.546,16.891,2.345,13.88,15.891,2.367,14.89,3.9307,0.0425,0.0693,0.0268
130244,53,6,13.333,13.436,2.455,15.45,13.436,14.506,16.891,2.385,14.12,15.891,2.455,15.45,3.9368,0.0355,0.0632,0.0277
130327,54,6,0,13.376,2.515,15.83,13.376,14.428,16.891,2.463,14.58,15.891,2.515,15.83,3.8839,0.0816,0.1161,0.0346
130350,55,6,0,13.513,2.378,14.96,13.513,14.565,16.891,2.326,13.77,15.891,2.378,14.96,3.9263,0.0453,0.0737,0.0284
130225,60,7,0,11.936,3.955,24.89,11.936,12.891,16.891,4,23.68,15.891,3.955,24.89,3.9516,0.0397,0.0484,0.0088
130257,61,7,3.704,12.854,3.037,19.11,12.854,13.863,16.891,3.028,17.92,15.891,3.037,19.11,3.9669,0.0252,0.0331,0.0079
130038,68,7,0,13.391,2.5,15.73,13.391,14.428,16.891,2.463,14.58,15.891,2.5,15.73,3.9576,0.0347,0.0424,0.0077
130331,69,7,0,13.549,2.342,14.74,13.549,14.573,16.891,2.318,13.72,15.891,2.342,14.74,3.9544,0.0377,0.0456,0.0079
130321,70,7,0,12.872,3.019,19,12.872,15.731,18.766,3.035,16.17,15.891,3.019,19,3.9572,0.0257,0.0428,0.0171
130336,71,7,0,11.966,3.925,24.7,11.966,13.024,16.891,3.867,22.9,15.891,3.925,24.7,3.9668,0.0256,0.0332,0.0076
130459,72,8,0,13.292,2.599,16.36,13.292,14.279,16.891,2.612,15.46,15.891,2.599,16.36,3.9727,0.022,0.0273,0.0053
130038,74,8,2,12.654,3.237,20.37,12.654,13.393,16.891,3.498,20.71,15.891,3.237,20.37,3.9205,0.0543,0.0795,0.0252
130357,75,8,0,13.37,2.521,15.86,13.37,14.468,16.891,2.423,14.34,15.891,2.521,15.86,3.837,0.1185,0.163,0.0445
130106,76,8,3,11.047,4.844,30.48,11.047,12.058,16.891,4.833,28.61,15.891,4.844,30.48,3.8829,0.1006,0.1171,0.0165
130126,77,8,0,12.596,3.295,20.73,12.596,13.668,16.891,3.223,19.08,15.891,3.295,20.73,3.9339,0.0517,0.0661,0.0145
130321,78,8,0,13.39,2.501,15.74,13.39,14.473,16.891,2.418,14.32,15.891,2.501,15.74,3.9311,0.0587,0.0689,0.0102
130157,79,9,0,12.745,3.146,19.79,12.745,13.7,16.891,3.191,18.89,15.891,3.146,19.79,3.9616,0.028,0.0384,0.0104
130055,80,9,4,10.854,5.037,31.69,10.854,10.544,16.891,6.347,37.58,15.891,5.037,31.69,3.9567,0.0351,0.0433,0.0082
130054,82,9,0,13.496,2.395,15.07,13.496,16.423,18.766,2.343,12.49,15.891,2.395,15.07,3.9321,0.0569,0.0679,0.0109
130412,83,9,0,13.033,2.858,17.99,13.033,14.186,16.891,2.705,16.01,15.891,2.858,17.99,3.9368,0.0529,0.0632,0.0103
130300,84,9,0,13.346,2.545,16.02,13.346,14.448,16.891,2.443,14.46,15.891,2.545,16.02,3.9643,0.0286,0.0357,0.0071
130012,85,10,0,13.104,2.787,17.54,13.104,14.127,16.891,2.764,16.36,15.891,2.787,17.54,3.9745,0.0199,0.0255,0.0055
130244,86,10,4.699,10.481,5.41,34.05,10.481,12.444,18.766,6.322,33.69,15.891,5.41,34.05,3.9351,0.0468,0.0649,0.0181
130246,87,10,0,13.423,2.468,15.53,13.423,14.443,16.891,2.448,14.49,15.891,2.468,15.53,3.9821,0.0144,0.0179,0.0034
130455,88,10,5.678,13.314,2.577,16.22,13.314,14.443,16.891,2.448,14.49,15.891,2.577,16.22,3.9537,0.0386,0.0463,0.0077
130325,89,10,0,13.38,2.511,15.8,13.38,14.46,16.891,2.431,14.39,15.891,2.511,15.8,3.9637,0.0297,0.0363,0.0066
130403,90,11,0,13.503,2.388,15.03,13.503,14.469,16.891,2.422,14.34,15.891,2.388,15.03,3.9523,0.0381,0.0477,0.0096
130231,91,11,0,12.89,3.001,18.89,12.89,15.777,18.766,2.989,15.93,15.891,3.001,18.89,3.8513,0.1293,0.1487,0.0194
130342,92,11,0,13.378,2.513,15.81,13.378,14.356,16.891,2.535,15.01,15.891,2.513,15.81,3.9752,0.019,0.0248,0.0058
130056,93,11,0,12.877,3.014,18.97,12.877,13.951,16.891,2.94,17.41,15.891,3.014,18.97,3.949,0.0445,0.051,0.0065
130145,95,11,0,13.495,2.396,15.08,13.495,16.398,18.766,2.368,12.62,15.891,2.396,15.08,3.9306,0.0571,0.0694,0.0123
130316,96,11,8,13.324,2.567,16.15,13.324,14.392,16.891,2.499,14.8,15.891,2.567,16.15,3.957,0.0365,0.043,0.0065
130317,97,11,12,13.319,2.572,16.18,13.319,14.439,16.891,2.452,14.52,15.891,2.572,16.18,3.9581,0.0331,0.0419,0.0088
130428,98,11,0,12.941,2.95,18.57,12.941,14.089,16.891,2.802,16.59,15.891,2.95,18.57,3.9341,0.054,0.0659,0.012
130114,99,12,0,13.431,2.46,15.48,13.431,14.436,16.891,2.455,14.53,15.891,2.46,15.48,3.9728,0.0215,0.0272,0.0057
130120,100,12,0,13.536,2.355,14.82,13.536,14.472,16.891,2.419,14.32,15.891,2.355,14.82,3.9777,0.0173,0.0223,0.005
130043,101,12,0,13.472,2.42,15.23,13.472,14.46,16.891,2.431,14.39,15.891,2.42,15.23,3.9631,0.0273,0.0369,0.0096
130451,102,12,0,13.392,2.499,15.73,13.392,14.469,16.891,2.422,14.34,15.891,2.499,15.73,3.9571,0.0366,0.0429,0.0062
130455,103,12,0,12.599,3.292,20.72,12.599,13.721,16.891,3.17,18.77,15.891,3.292,20.72,3.9561,0.0346,0.0439,0.0093
130339,104,12,0,13.415,2.476,15.58,13.415,14.488,16.891,2.403,14.23,15.891,2.476,15.58,3.9652,0.0281,0.0348,0.0067
130207,105,12,0,13.348,2.543,16,13.348,14.425,16.891,2.466,14.6,15.891,2.543,16,3.9214,0.0699,0.0786,0.0088
130332,106,13,0,12.727,3.164,19.91,12.727,13.723,16.891,3.168,18.76,15.891,3.164,19.91,3.951,0.0323,0.049,0.0166
130036,107,13,0,13.474,2.417,15.21,13.474,14.425,16.891,2.466,14.6,15.891,2.417,15.21,3.9562,0.0399,0.0438,0.0039
130019,108,13,0,13.458,2.433,15.31,13.458,14.467,16.891,2.424,14.35,15.891,2.433,15.31,3.9758,0.0163,0.0242,0.0079
130349,110,13,0,13.555,2.336,14.7,13.555,16.462,18.766,2.304,12.28,15.891,2.336,14.7,3.9588,0.0354,0.0412,0.0058
130248,111,13,0,13.331,2.56,16.11,13.331,14.417,16.891,2.474,14.65,15.891,2.56,16.11,3.9298,0.0617,0.0702,0.0085
130243,113,13,0,13.412,2.479,15.6,13.412,14.463,16.891,2.428,14.38,15.891,2.479,15.6,3.9324,0.059,0.0676,0.0085
130100,114,13,13.333,12.442,3.449,21.7,12.442,13.497,16.891,3.394,20.09,15.891,3.449,21.7,3.9714,0.0217,0.0286,0.0069
130201,115,14,0,11.506,4.385,27.6,11.506,12.089,16.891,4.802,28.43,15.891,4.385,27.6,3.9631,0.0294,0.0369,0.0075
130155,116,14,0,13.388,2.503,15.75,13.388,14.406,16.891,2.485,14.71,15.891,2.503,15.75,3.969,0.0237,0.031,0.0073
130405,117,14,0,12.888,3.004,18.9,12.888,15.76,18.766,3.006,16.02,15.891,3.004,18.9,3.9736,0.0177,0.0264,0.0087
130059,118,14,3,13.001,2.89,18.18,13.001,15.893,18.766,2.873,15.31,15.891,2.89,18.18,3.9453,0.0486,0.0547,0.0061
130133,119,14,0,13.054,2.837,17.86,13.054,14.14,16.891,2.751,16.29,15.891,2.837,17.86,3.9542,0.0384,0.0458,0.0073
130339,120,14,0,12.889,3.002,18.89,12.889,13.939,16.891,2.952,17.47,15.891,3.002,18.89,3.9434,0.047,0.0566,0.0096
130116,121,14,0,12.844,3.047,19.17,12.844,13.946,16.891,2.945,17.43,15.891,3.047,19.17,3.9099,0.0771,0.0901,0.013
130239,122,14,0,12.881,3.01,18.94,12.881,13.946,16.891,2.945,17.43,15.891,3.01,18.94,3.9106,0.0672,0.0894,0.0222
130447,124,15,0,13.568,2.323,14.62,13.568,14.534,16.891,2.357,13.96,15.891,2.323,14.62,3.9727,0.0228,0.0273,0.0045
130030,125,15,0,13.454,2.437,15.34,13.454,14.516,16.891,2.375,14.06,15.891,2.437,15.34,3.9393,0.05,0.0607,0.0107
130011,126,15,0,12.67,3.221,20.27,12.67,13.61,16.891,3.281,19.43,15.891,3.221,20.27,3.9456,0.0435,0.0544,0.0109
130344,127,15,0,11.696,4.195,26.4,11.696,12.803,16.891,4.088,24.2,15.891,4.195,26.4,3.9522,0.0398,0.0478,0.0079
130305,128,16,0,13.363,2.528,15.91,13.363,16.254,18.766,2.512,13.39,15.891,2.528,15.91,3.9621,0.0224,0.0379,0.0155
130329,130,16,4,12.708,3.183,20.03,12.708,13.717,16.891,3.174,18.79,15.891,3.183,20.03,3.9501,0.039,0.0499,0.011
130114,131,16,0,13.277,2.614,16.45,13.277,14.264,16.891,2.627,15.55,15.891,2.614,16.45,3.9706,0.0212,0.0294,0.0082
130019,132,16,0,13.411,2.48,15.61,13.411,14.493,16.891,2.398,14.2,15.891,2.48,15.61,3.9588,0.0339,0.0412,0.0073
130202,134,16,0,13.063,2.828,17.8,13.063,16.041,18.766,2.725,14.52,15.891,2.828,17.8,3.9284,0.0593,0.0716,0.0122
130022,135,16,0,13.406,2.485,15.64,13.406,14.486,16.891,2.405,14.24,15.891,2.485,15.64,3.9467,0.0476,0.0533,0.0057
130253,136,17,0,10.006,5.885,37.04,10.006,9.011,16.891,7.88,46.65,15.891,5.885,37.04,3.6857,0.146,0.3143,0.1683
130146,138,17,0,13.477,2.414,15.19,13.477,14.464,16.891,2.427,14.37,15.891,2.414,15.19,3.9653,0.0235,0.0347,0.0111
130126,139,17,0,13.138,2.753,17.32,13.138,14.25,16.891,2.641,15.63,15.891,2.753,17.32,3.9624,0.0304,0.0376,0.0072
130247,142,18,0,13.316,2.575,16.2,13.316,14.394,16.891,2.497,14.78,15.891,2.575,16.2,3.8451,0.1198,0.1549,0.0351
130055,143,18,0,13.438,2.453,15.44,13.438,14.45,16.891,2.441,14.45,15.891,2.453,15.44,3.9782,0.0161,0.0218,0.0057
130220,144,18,0,13.455,2.436,15.33,13.455,14.458,16.891,2.433,14.4,15.891,2.436,15.33,3.9758,0.0161,0.0242,0.0081
130323,145,18,0,13.229,2.662,16.75,13.229,16.122,18.766,2.644,14.09,15.891,2.662,16.75,3.9673,0.0231,0.0327,0.0096
130148,146,18,3.5,13.053,2.838,17.86,13.053,15.961,18.766,2.805,14.95,15.891,2.838,17.86,3.9712,0.0234,0.0288,0.0054
130132,147,18,0,13.393,2.498,15.72,13.393,14.444,16.891,2.447,14.48,15.891,2.498,15.72,3.9494,0.0422,0.0506,0.0084
130128,148,18,17.333,13.463,2.428,15.28,13.463,14.55,16.891,2.341,13.86,15.891,2.428,15.28,3.9557,0.0365,0.0443,0.0078
130020,149,19,0,13.354,2.537,15.96,13.354,14.464,16.891,2.427,14.37,15.891,2.537,15.96,3.9271,0.0642,0.0729,0.0087
130359,150,19,0,13.262,2.629,16.54,13.262,14.278,16.891,2.613,15.47,15.891,2.629,16.54,3.9587,0.036,0.0413,0.0053
130224,151,19,0,13.529,2.362,14.86,13.529,14.482,16.891,2.409,14.26,15.891,2.362,14.86,3.9635,0.0286,0.0365,0.0078
130451,152,19,0,13.552,2.339,14.72,13.552,14.507,16.891,2.385,14.12,15.891,2.339,14.72,3.9701,0.0206,0.0299,0.0094
130113,153,19,0,13.376,2.515,15.83,13.376,14.462,16.891,2.429,14.38,15.891,2.515,15.83,3.9424,0.0481,0.0576,0.0095
130228,154,19,0,13.546,2.345,14.76,13.546,14.572,16.891,2.319,13.73,15.891,2.345,14.76,3.852,0.1296,0.148,0.0184
130422,155,20,0,13.214,2.677,16.84,13.214,16.201,18.766,2.565,13.67,15.891,2.677,16.84,3.9459,0.0358,0.0541,0.0183
130320,156,20,0,13.329,2.562,16.12,13.329,14.315,16.891,2.576,15.25,15.891,2.562,16.12,3.9541,0.041,0.0459,0.0049
130128,157,20,0,13.212,2.679,16.86,13.212,14.207,16.891,2.684,15.89,15.891,2.679,16.86,3.9721,0.0219,0.0279,0.0059
130459,158,20,0,13.389,2.502,15.74,13.389,14.368,16.891,2.523,14.93,15.891,2.502,15.74,3.9772,0.0169,0.0228,0.0059
130210,159,20,4,12.532,3.359,21.13,12.532,15.511,18.766,3.255,17.35,15.891,3.359,21.13,3.936,0.0466,0.064,0.0174
130206,160,20,0,13.359,2.532,15.93,13.359,14.446,16.891,2.445,14.48,15.891,2.532,15.93,3.958,0.0315,0.042,0.0105
130007,161,20,2,13.404,2.487,15.65,13.404,14.489,16.891,2.402,14.22,15.891,2.487,15.65,3.8266,0.147,0.1734,0.0264
130410,168,22,0,13.041,2.85,17.93,13.041,14.061,16.891,2.83,16.75,15.891,2.85,17.93,3.9554,0.0279,0.0446,0.0167
130317,169,22,0,13.327,2.564,16.14,13.327,14.304,16.891,2.587,15.32,15.891,2.564,16.14,3.9667,0.0262,0.0333,0.0071
130208,170,22,0,13.344,2.547,16.03,13.344,14.362,16.891,2.529,14.97,15.891,2.547,16.03,3.9641,0.0325,0.0359,0.0034
130324,171,22,0,13.426,2.465,15.51,13.426,14.519,16.891,2.372,14.04,15.891,2.465,15.51,3.9246,0.0495,0.0754,0.0259
130121,172,22,32,11.42,4.471,28.13,11.42,12.528,16.891,4.363,25.83,15.891,4.471,28.13,3.9579,0.0342,0.0421,0.0079
130200,173,22,0,13.335,2.556,16.09,13.335,14.406,16.891,2.485,14.71,15.891,2.556,16.09,3.9381,0.0542,0.0619,0.0078
130344,174,22,32.125,11.818,4.073,25.63,11.818,12.93,16.891,3.961,23.45,15.891,4.073,25.63,3.8801,0.1045,0.1199,0.0154
130441,175,22,0,13.519,2.372,14.93,13.519,14.575,16.891,2.316,13.71,15.891,2.372,14.93,3.9349,0.0416,0.0651,0.0234
130325,176,23,0,12.764,3.127,19.68,12.764,13.788,16.891,3.103,18.37,15.891,3.127,19.68,3.9732,0.0215,0.0268,0.0054
130205,177,23,0,13.023,2.868,18.05,13.023,14.082,16.891,2.809,16.63,15.891,2.868,18.05,3.9794,0.0166,0.0206,0.0041
130130,178,23,0,13.332,2.559,16.1,13.332,14.339,16.891,2.552,15.11,15.891,2.559,16.1,3.9622,0.0228,0.0378,0.015
130022,179,23,6.666,1.164,2.726,70.07,1.164,4.049,7.779,3.731,47.96,3.891,2.726,70.07,3.9403,0.0525,0.0597,0.0072
130058,180,23,0,12.999,2.892,18.2,12.999,14.116,16.891,2.775,16.43,15.891,2.892,18.2,3.9187,0.0618,0.0813,0.0195
130346,181,23,0,13.189,2.702,17,13.189,14.233,16.891,2.658,15.73,15.891,2.702,17,3.9305,0.0567,0.0695,0.0128
130435,182,23,0,13.123,2.768,17.42,13.123,14.178,16.891,2.713,16.06,15.891,2.768,17.42,3.9026,0.0758,0.0974,0.0217
130357,183,11,0,13.566,2.325,14.63,13.566,14.527,16.891,2.364,14,15.891,2.325,14.63,3.9793,0.016,0.0207,0.0047
130408,184,21,0,13.636,2.255,14.19,13.636,14.579,16.891,2.312,13.69,15.891,2.255,14.19,3.9709,0.0254,0.0291,0.0037
130349,185,22,0,13.004,2.887,18.17,13.004,13.997,16.891,2.894,17.14,15.891,2.887,18.17,3.9476,0.0477,0.0524,0.0047
130334,186,21,0,10.297,5.594,35.2,10.297,10.243,16.891,6.648,39.36,15.891,5.594,35.2,3.9436,0.043,0.0564,0.0134
130211,187,21,0,13.541,2.35,14.79,13.541,14.575,16.891,2.316,13.71,15.891,2.35,14.79,3.8161,0.1633,0.1839,0.0206
130202,188,7,0,13.572,2.319,14.59,13.572,14.527,16.891,2.364,13.99,15.891,2.319,14.59,3.9696,0.0265,0.0304,0.0039
130141,189,21,0,13.545,2.346,14.77,13.545,14.584,16.891,2.307,13.66,15.891,2.346,14.77,3.8418,0.1411,0.1582,0.0171
130127,190,21,0,12.911,2.98,18.75,12.911,13.984,16.891,2.907,17.21,15.891,2.98,18.75,3.9402,0.0472,0.0598,0.0126
130127,191,21,0,12.537,3.354,21.1,12.537,15.246,18.766,3.52,18.76,15.891,3.354,21.1,3.9628,0.0326,0.0372,0.0046
